label|source|source_id|source_type|source_url|target_id|target_type
transcribes_to|GENCODE|ENSG00000101349|gene|https://www.gencodegenes.org/human/|ENST00000353224|transcript
transcribes_to|GENCODE|ENSG00000101349|gene|https://www.gencodegenes.org/human/|ENST00000378423|transcript
transcribes_to|GENCODE|ENSG00000101349|gene|https://www.gencodegenes.org/human/|ENST00000378429|transcript
transcribes_to|GENCODE|ENSG00000286740|gene|https://www.gencodegenes.org/human/|ENST00000657954|transcript
transcribes_to|GENCODE|ENSG00000232738|gene|https://www.gencodegenes.org/human/|ENST00000428769|transcript
transcribes_to|GENCODE|ENSG00000286470|gene|https://www.gencodegenes.org/human/|ENST00000656748|transcript
transcribes_to|GENCODE|ENSG00000243961|gene|https://www.gencodegenes.org/human/|ENST00000449270|transcript
transcribes_to|GENCODE|ENSG00000132623|gene|https://www.gencodegenes.org/human/|ENST00000437504|transcript
transcribes_to|GENCODE|ENSG00000132623|gene|https://www.gencodegenes.org/human/|ENST00000378392|transcript
transcribes_to|GENCODE|ENSG00000132623|gene|https://www.gencodegenes.org/human/|ENST00000378380|transcript
transcribes_to|GENCODE|ENSG00000132623|gene|https://www.gencodegenes.org/human/|ENST00000488991|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000655841|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000658520|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000603245|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000661614|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000663466|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000670580|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000664172|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000658443|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000666905|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000603542|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000662559|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000661134|transcript
transcribes_to|GENCODE|ENSG00000227906|gene|https://www.gencodegenes.org/human/|ENST00000655307|transcript
