label|rel_type|source|source_id|source_type|source_url|target_id|target_type
subclass_of|subclass|Human Phenotype Ontology|0000002|hpo|http://purl.obolibrary.org/obo/hp.owl|0001507|hpo
subclass_of|subclass|Human Phenotype Ontology|0001507|hpo|http://purl.obolibrary.org/obo/hp.owl|0000118|hpo
subclass_of|subclass|Human Phenotype Ontology|0000003|hpo|http://purl.obolibrary.org/obo/hp.owl|0000107|hpo
subclass_of|subclass|Human Phenotype Ontology|0000107|hpo|http://purl.obolibrary.org/obo/hp.owl|0012210|hpo
subclass_of|subclass|Human Phenotype Ontology|0000005|hpo|http://purl.obolibrary.org/obo/hp.owl|0000001|hpo
subclass_of|subclass|Human Phenotype Ontology|0000006|hpo|http://purl.obolibrary.org/obo/hp.owl|0034345|hpo
subclass_of|subclass|Human Phenotype Ontology|0034345|hpo|http://purl.obolibrary.org/obo/hp.owl|0000005|hpo
subclass_of|subclass|Human Phenotype Ontology|0000007|hpo|http://purl.obolibrary.org/obo/hp.owl|0034345|hpo
subclass_of|subclass|Human Phenotype Ontology|0000008|hpo|http://purl.obolibrary.org/obo/hp.owl|0000812|hpo
subclass_of|subclass|Human Phenotype Ontology|0000008|hpo|http://purl.obolibrary.org/obo/hp.owl|0010460|hpo
subclass_of|subclass|Human Phenotype Ontology|0000812|hpo|http://purl.obolibrary.org/obo/hp.owl|0012243|hpo
subclass_of|subclass|Human Phenotype Ontology|0010460|hpo|http://purl.obolibrary.org/obo/hp.owl|0012243|hpo
subclass_of|subclass|Human Phenotype Ontology|0000009|hpo|http://purl.obolibrary.org/obo/hp.owl|0000014|hpo
subclass_of|subclass|Human Phenotype Ontology|0000014|hpo|http://purl.obolibrary.org/obo/hp.owl|0010936|hpo
subclass_of|subclass|Human Phenotype Ontology|0000010|hpo|http://purl.obolibrary.org/obo/hp.owl|0002719|hpo
subclass_of|subclass|Human Phenotype Ontology|0000010|hpo|http://purl.obolibrary.org/obo/hp.owl|0011277|hpo
subclass_of|subclass|Human Phenotype Ontology|0002719|hpo|http://purl.obolibrary.org/obo/hp.owl|0032101|hpo
subclass_of|subclass|Human Phenotype Ontology|0011277|hpo|http://purl.obolibrary.org/obo/hp.owl|0000079|hpo
subclass_of|subclass|Human Phenotype Ontology|0000011|hpo|http://purl.obolibrary.org/obo/hp.owl|0000009|hpo
subclass_of|subclass|Human Phenotype Ontology|0000012|hpo|http://purl.obolibrary.org/obo/hp.owl|0000009|hpo
