label|source|source_id|source_type|source_url|target_id|target_type
includes|GENCODE|ENST00000657954|transcript|https://www.gencodegenes.org/human/|ENSE00003875467|exon
includes|GENCODE|ENST00000657954|transcript|https://www.gencodegenes.org/human/|ENSE00003883630|exon
includes|GENCODE|ENST00000428769|transcript|https://www.gencodegenes.org/human/|ENSE00001673273|exon
includes|GENCODE|ENST00000428769|transcript|https://www.gencodegenes.org/human/|ENSE00001682897|exon
includes|GENCODE|ENST00000656748|transcript|https://www.gencodegenes.org/human/|ENSE00003863098|exon
includes|GENCODE|ENST00000656748|transcript|https://www.gencodegenes.org/human/|ENSE00003868250|exon
includes|GENCODE|ENST00000656748|transcript|https://www.gencodegenes.org/human/|ENSE00003880241|exon
includes|GENCODE|ENST00000449270|transcript|https://www.gencodegenes.org/human/|ENSE00001736075|exon
includes|GENCODE|ENST00000449270|transcript|https://www.gencodegenes.org/human/|ENSE00001727795|exon
includes|GENCODE|ENST00000437504|transcript|https://www.gencodegenes.org/human/|ENSE00001639435|exon
includes|GENCODE|ENST00000437504|transcript|https://www.gencodegenes.org/human/|ENSE00001755953|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00001946515|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00003479326|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00001882823|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00003474270|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00003590148|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00003473553|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00003494486|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00003623880|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00003674131|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00003690857|exon
includes|GENCODE|ENST00000488991|transcript|https://www.gencodegenes.org/human/|ENSE00001952776|exon
includes|GENCODE|ENST00000655841|transcript|https://www.gencodegenes.org/human/|ENSE00003878659|exon
includes|GENCODE|ENST00000655841|transcript|https://www.gencodegenes.org/human/|ENSE00003867187|exon
includes|GENCODE|ENST00000658520|transcript|https://www.gencodegenes.org/human/|ENSE00003888198|exon
