label|p_value|score|source|source_id|source_type|source_url|target_id|target_type
expressed_in|1.1256044352152937e-13|92.0|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000002|UBERON
expressed_in|1e-14|88.82|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000006|UBERON
expressed_in|1.541912882455448e-12|96.28|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000007|UBERON
expressed_in|0.00167287722066534|90.16|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000014|UBERON
expressed_in|3.15400391776516e-07|79.55|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000029|UBERON
expressed_in|0.00292359407424914|90.15|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000043|UBERON
expressed_in|0.00167287722066534|91.49|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000044|UBERON
expressed_in|0.00167287722066534|94.07|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000057|UBERON
expressed_in|1e-14|88.21|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000059|UBERON
expressed_in|0.0019302429469215461|91.8|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000074|UBERON
expressed_in|0.00167287722066534|98.74|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000081|UBERON
expressed_in|5.66027526510075e-11|92.4|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000082|UBERON
expressed_in|6.3830446977782104e-09|93.89|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000160|UBERON
expressed_in|0.00167287722066534|98.31|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000167|UBERON
expressed_in|0.00167287722066534|96.31|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000173|UBERON
expressed_in|0.00232128389983216|55.09|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000178|UBERON
expressed_in|0.00167287722066534|97.98|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000317|UBERON
expressed_in|0.01|90.79|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000331|UBERON
expressed_in|0.00167287722066534|98.37|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000355|UBERON
expressed_in|0.00167287722066534|97.43|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000362|UBERON
expressed_in|0.0002477365200524325|81.68|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000397|UBERON
expressed_in|0.00167287722066534|83.46|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000399|UBERON
expressed_in|0.010754745166554839|77.81|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000451|UBERON
expressed_in|2.4120095040327722e-14|90.58|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000458|UBERON
expressed_in|1e-14|80.28|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000465|UBERON
expressed_in|1e-14|79.94|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000467|UBERON
expressed_in|1e-14|80.26|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000468|UBERON
expressed_in|0.00167287722066534|97.83|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000473|UBERON
expressed_in|1e-14|90.46|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000474|UBERON
expressed_in|0.00167287722066534|98.15|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000922|UBERON
expressed_in|0.01|91.36|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000941|UBERON
expressed_in|1e-14|89.55|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000945|UBERON
expressed_in|2.9500400986004987e-12|78.32|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000947|UBERON
expressed_in|1.620239949277286e-09|91.59|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000948|UBERON
expressed_in|1e-14|89.22|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000955|UBERON
expressed_in|0.00167287722066534|93.0|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000956|UBERON
expressed_in|0.002174740386864942|85.55|bgee|ensg00000000003|gene|https://www.bgee.org/download/gene-expression-calls?id=9606|UBERON_0000977|UBERON
