label|rel_type|source|source_id|source_type|source_url|target_id|target_type
is_a|subclass|BRENDA Tissue Ontology|BTO_0000001|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000216|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000002|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000004|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000005|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000006|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000372|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000007|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000067|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000007|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0002733|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000008|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000009|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000010|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000012|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000013|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000014|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000015|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000016|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001530|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000017|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000297|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000018|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0004078|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000019|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000669|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000019|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001200|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000021|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001103|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000022|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000497|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000023|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000508|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000024|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001307|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000026|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001479|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000027|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000486|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000028|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000433|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000029|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000030|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000030|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001367|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000032|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000035|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000032|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000586|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000033|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001913|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000034|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000852|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000035|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000193|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000035|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000604|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000035|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001533|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000036|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000498|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000036|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000604|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000037|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000604|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000037|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000680|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000038|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001913|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000042|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000000|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000044|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000431|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000046|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000851|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000047|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001488|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000047|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001491|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000054|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000254|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000057|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0000390|bto
is_a|subclass|BRENDA Tissue Ontology|BTO_0000058|bto|http://purl.obolibrary.org/obo/bto.owl|BTO_0001491|bto
